CAMPAÑA,STATUS,OP,OC,BUYER,SUPPLIER,CATEGORY,PRODUCTO,PROYECT,FACTURA,QTY,UM,CUR,AMOUNT,AMOUNT USD,PAYMENT TERM,INCOTERM,MODE,TYPE,COUNTRY ORIGIN,POL,POD,CTNR QTY,CTNR TYPE,BULKS,CARGO READY,CP OPENNING,QUOTE REQUEST RATE,ASSIGMENT DATE2,FFW,NAVIERA / AEROLINEA,BOOKING,CNTR NR,PICK UP DATE,STACKING,ATD,WEEK ATD,B/L- AWB,NAVE,ATA,WEEK ATA,INSURANCE HPER,INSURANCE POLICY DATE,DEPOT,AG. ADUANA,Orden,FECHA IE,FECHA NUM DAM,DAM,FECHA DESCARGA,FECHA TARJA,FECHA LEVANTE,FECHA VISTO BUENO,FECHA INSPECCION SENASA,FECHA LIBERACION SENASA,FECHA VCTO SOBRESTADIA,TRANSP LIMA (T1),FECHA RETIRO (T1),GR T1 ,TRANSP TRUX (T2),FECHA ENTREGA BASE T2 (T1),FECHA GATE IN (T1),PUNTO DE LLEGADA,FECHA INICIO DE VIAJE  (T2),FECHA FIN DE VIAJE (T2),WEEK TRUX ,FECHA CONFIRMACION RECEPCION,GR T2 ,GR HORTIFRUT,WEEK NECESIDAD,FECHA ENVIO ARCHIV,NRO CAJA ARCHIVO,COURIER PARA ENVÍO DE DOCS,NRO DE TRACKING DOCS ,OBSERVACIONES HORTIFRUT,CARGO PRODUCE OBSERVACIONES
2022-2023,LIQUIPARCIAL,22-222-HPER,4700002680,RENE,VERITAS,SUSTRATOS ,EASY PLANTER 15 L,RV21,INV-202223/080 - B,"14,000",UN,USD,"27,470.00","27,470.00",50%AP,CIF,SEA,FCL/FCL,,SRI LANKA,CALLAO,1,40HC,20,-,,,NA,DIRECTO,WAN HAI,062C000829,WHSU5043193,-,-,28/9/2022,39,062C000859,ANTHEA Y / E033,14/12/2022,50,NO,NA,IMUPESA,AVM,1092,3/12/2022,13/12/2022, 118-2022-10-484477-01-9-00,15/12/2022,15/12/2022,14/12/2022,,19/12/2022,19/12/2022,21/12/2022,AVM,21/12/2022,,GUZMAN,21/12/2022,21/12/2022,FUNDO REMANSO,1/1/2023,2/1/2023,1,,001-0119259,036-0000657,-,,,DHL,1896648143,-,Cargado en CP - [22-222-HPER // 4700002680 // WHSU5043193]
2022-2023,LIQUIPARCIAL,22-222-HPER,4700002680,RENE,VERITAS,SUSTRATOS ,EASY PLANTER 15 L,RV21,INV-202223/080 - B,"14,000",UN,USD,"27,470.00","27,470.00",50%AP,CIF,SEA,FCL/FCL,,SRI LANKA,CALLAO,1,40HC,20,-,,,NA,DIRECTO,WAN HAI,062C000829,WHSU5381821,-,-,28/9/2022,39,062C000859,ANTHEA Y / E033,14/12/2022,50,NO,NA,IMUPESA,AVM,1092,3/12/2022,13/12/2022, 118-2022-10-484477-01-9-00,15/12/2022,15/12/2022,14/12/2022,,19/12/2022,19/12/2022,21/12/2022,AVM,21/12/2022,,GUZMAN,21/12/2022,21/12/2022,FUNDO REMANSO,3/1/2023,4/1/2023,1,,001-0119261,EG07-00000008,-,,,DHL,1896648143,-,Cargado en CP - [22-222-HPER // 4700002680 // WHSU5381821]
2022-2023,LIQUIPARCIAL,22-222-HPER,4700002680,RENE,VERITAS,SUSTRATOS ,EASY PLANTER 15 L,RV21,INV-202223/080 - B,"14,000",UN,USD,"27,470.00","27,470.00",50%AP,CIF,SEA,FCL/FCL,,SRI LANKA,CALLAO,1,40HC,20,-,,,NA,DIRECTO,WAN HAI,062C000829,WHSU5734425,-,-,28/9/2022,39,062C000859,ANTHEA Y / E033,14/12/2022,50,NO,NA,IMUPESA,AVM,1092,3/12/2022,13/12/2022, 118-2022-10-484477-01-9-00,15/12/2022,15/12/2022,14/12/2022,,19/12/2022,19/12/2022,21/12/2022,AVM,21/12/2022,,GUZMAN,21/12/2022,21/12/2022,FUNDO REMANSO,3/1/2023,4/1/2023,1,,001-0119262 ,EG07-00000006,-,,,DHL,1896648143,-,Cargado en CP - [22-222-HPER // 4700002680 // WHSU5734425]
2022-2023,LIQUIPARCIAL,22-222-HPER,4700002680,RENE,VERITAS,SUSTRATOS ,EASY PLANTER 15 L,RV21,INV-202223/080 - B,"14,000",UN,USD,"27,470.00","27,470.00",50%AP,CIF,SEA,FCL/FCL,,SRI LANKA,CALLAO,1,40HC,20,-,,,NA,DIRECTO,WAN HAI,062C000829,DFSU7516013,-,-,28/9/2022,39,062C000859,ANTHEA Y / E033,14/12/2022,50,NO,NA,IMUPESA,AVM,1092,3/12/2022,13/12/2022, 118-2022-10-484477-01-9-00,15/12/2022,15/12/2022,14/12/2022,,19/12/2022,19/12/2022,21/12/2022,AVM,21/12/2022,,GUZMAN,21/12/2022,21/12/2022,FUNDO REMANSO,3/1/2023,4/1/2023,1,,001-0119260 ,EG07-00000005,-,,,DHL,1896648143,-,Cargado en CP - [22-222-HPER // 4700002680 // DFSU7516013]
2022-2023,LIQUIPARCIAL,22-223-HPER,4700002681,RENE,VERITAS,SUSTRATOS ,EASY PLANTER 15 L,RV21,INV-202223/080 - C,"14,000",UN,USD,"27,470.00","27,470.00",50%AP,CIF,SEA,FCL/FCL,,SRI LANKA,CALLAO,1,40HC,20,-,,,NA,DIRECTO,WAN HAI,062C000829,WHSU6333664,-,-,28/9/2022,39,062C000863,ANTHEA Y / E033,14/12/2022,50,NO,NA,IMUPESA,AVM,1089,3/12/2022,13/12/2022,"	 118-2022-10-484230-01-3-00",15/12/2022,15/12/2022,14/12/2022,,19/12/2022,19/12/2022,21/12/2022,AVM,21/12/2022,,GUZMAN,21/12/2022,21/12/2022,FUNDO REMANSO,1/1/2023,2/1/2023,1,,001-0119257,036-0000655,-,,,DHL,1896648143,-,Cargado en CP - [22-223-HPER // 4700002681 // WHSU6333664]
2022-2023,LIQUIPARCIAL,22-223-HPER,4700002681,RENE,VERITAS,SUSTRATOS ,EASY PLANTER 15 L,RV21,INV-202223/080 - C,"14,000",UN,USD,"27,470.00","27,470.00",50%AP,CIF,SEA,FCL/FCL,,SRI LANKA,CALLAO,1,40HC,20,-,,,NA,DIRECTO,WAN HAI,062C000829,WHSU6034827,-,-,28/9/2022,39,062C000863,ANTHEA Y / E033,14/12/2022,50,NO,NA,IMUPESA,AVM,1089,3/12/2022,13/12/2022,"	 118-2022-10-484230-01-3-00",15/12/2022,15/12/2022,14/12/2022,,19/12/2022,19/12/2022,21/12/2022,AVM,21/12/2022,,GUZMAN,21/12/2022,21/12/2022,FUNDO REMANSO,30/12/2022,1/1/2023,52,,001-0119256 ,036-0000656,-,,,DHL,1896648143,-,Cargado en CP - [22-223-HPER // 4700002681 // WHSU6034827]
2022-2023,LIQUIPARCIAL,22-223-HPER,4700002681,RENE,VERITAS,SUSTRATOS ,EASY PLANTER 15 L,RV21,INV-202223/080 - C,"14,000",UN,USD,"27,470.00","27,470.00",50%AP,CIF,SEA,FCL/FCL,,SRI LANKA,CALLAO,1,40HC,20,-,,,NA,DIRECTO,WAN HAI,062C000829,WHSU5442193,-,-,28/9/2022,39,062C000863,ANTHEA Y / E033,14/12/2022,50,NO,NA,IMUPESA,AVM,1089,3/12/2022,13/12/2022,"	 118-2022-10-484230-01-3-00",15/12/2022,15/12/2022,14/12/2022,,19/12/2022,19/12/2022,21/12/2022,AVM,21/12/2022,,GUZMAN,21/12/2022,21/12/2022,FUNDO REMANSO,3/1/2023,4/1/2023,1,,001-0119255, EG07-00000007,-,,,DHL,1896648143,-,Cargado en CP - [22-223-HPER // 4700002681 // WHSU5442193]
2022-2023,LIQUIPARCIAL,22-224-HPER,4700002616,RENE,HFCH,PLANTAS,ROCIO # 360,-,12924,"18,720",UN,USD,"48,977.91","48,977.91",90,CFR,AIR,AIR,,SANTIAGO,LIMA,-,-,0.5,-,,,NA,DIRECTO,KOREAN,-,-,-,-,10/10/2022,41,062CA00019,KE 0274,10/10/2022,41,SI,10/10/2022,SAASA,AVM,1002,10/10/2022,10/10/2022,235-2022-10-150793-01-7-00,10/10/2022,10/10/2022,11/10/2022,,12/10/2022,12/10/2022,NA,NA,13/10/2022,NA,AVM,NA,NA,VIVERO ILUSION,13/10/2022,14/10/2022,41,,001-0116959,NA,-,,,NA,NA,-,Sin cargar por medio de transporte AIRE - [22-224-HPER]
2022-2023,LIQUIPARCIAL,22-224-HPER,4700002616,RENE,HFCH,PLANTAS,ROCIO # 325,-,12924,"14,300",UN,USD,"37,413.69","37,413.69",90,CFR,AIR,AIR,,SANTIAGO,LIMA,-,-,0.5,-,,,NA,DIRECTO,KOREAN,-,-,-,-,10/10/2022,41,180-48572182 ,KE 0274,10/10/2022,41,SI,10/10/2022,SAASA,AVM,1002,10/10/2022,10/10/2022,235-2022-10-150793-01-7-00,10/10/2022,10/10/2022,11/10/2022,,12/10/2022,12/10/2022,NA,NA,13/10/2022,NA,AVM,NA,NA,VIVERO ILUSION,13/10/2022,14/10/2022,41,,001-0116959,NA,-,,,NA,NA,-,Sin cargar por medio de transporte AIRE - [22-224-HPER]
2022-2023,LIQUIPARCIAL,22-224-HPER,4700002617,RENE,HFCH,PLANTAS,BB14-232 PT-2,-,12923,"159,360",UN,USD,"142,221.93","142,221.93",90,CFR,AIR,AIR,,SANTIAGO,LIMA,-,-,5,-,,,NA,DIRECTO,KOREAN,-,-,-,-,10/10/2022,41,180-48572182 ,KE 0274,10/10/2022,41,SI,10/10/2022,SAASA,AVM,1002,10/10/2022,10/10/2022,235-2022-10-150793-01-7-00,10/10/2022,10/10/2022,11/10/2022,,12/10/2022,12/10/2022,NA,NA,13/10/2022,NA,AVM,NA,NA,VIVERO ILUSION,13/10/2022,14/10/2022,41,,001-0116959,NA,-,,,NA,NA,-,Sin cargar por medio de transporte AIRE - [22-224-HPER]
2022-2023,LIQUIPARCIAL,22-224-HPER,4700002617,RENE,HFCH,PLANTAS,BB14-321 NA-1,-,12923,"156,000",UN,USD,"139,223.27","139,223.27",90,CFR,AIR,AIR,,SANTIAGO,LIMA,-,-,5,-,,,NA,DIRECTO,KOREAN,-,-,-,-,10/10/2022,41,180-48572182 ,KE 0274,10/10/2022,41,SI,10/10/2022,SAASA,AVM,1002,10/10/2022,10/10/2022,235-2022-10-150793-01-7-00,10/10/2022,10/10/2022,11/10/2022,,12/10/2022,12/10/2022,NA,NA,13/10/2022,NA,AVM,NA,NA,VIVERO ILUSION,13/10/2022,14/10/2022,41,,001-0116959,NA,-,,,NA,NA,-,Sin cargar por medio de transporte AIRE - [22-224-HPER]
2022-2023,LIQUIPARCIAL,22-225-HPER,4700002622,RENE,HFCH,PLANTAS,ROCIO # 325,-,12929,"93,600",UN,USD,"243,747.00","243,747.00",0,CFR,AIR,AIR,,SANTIAGO,LIMA,-,-,3,-,,,NA,DIRECTO,KOREAN,-,-,-,-,19/10/2022,42,180-48572462,KE 0274,17/10/2022,42,SI,17/10/2022,SAASA,AVM,1036,17/10/2022,17/10/2022,"	 235-2022-10-154187-01-4-00",17/10/2022,17/10/2022,17/10/2022,,19/10/2022,19/10/2022,NA,NA,19/10/2022,NA,AVM,NA,NA,VIVERO ILUSION,19/10/2022,20/10/2022,42,,001-0116981,NA,-,,,NA,NA,-,Sin cargar por medio de transporte AIRE - [22-225-HPER]
2022-2023,LIQUIPARCIAL,22-225-HPER,4700002624,RENE,HFCH,PLANTAS,BB14-321 NA-1,-,12930,"218,400",UN,USD,"195,279.00","195,279.00",90,CFR,AIR,AIR,,SANTIAGO,LIMA,-,-,7,-,,,NA,DIRECTO,KOREAN,-,-,-,-,19/10/2022,42,180-48572462,KE 0274,17/10/2022,42,SI,17/10/2022,SAASA,AVM,1036,17/10/2022,17/10/2022,"	 235-2022-10-154187-01-4-00",17/10/2022,17/10/2022,17/10/2022,,19/10/2022,19/10/2022,NA,NA,19/10/2022,NA,AVM,NA,NA,VIVERO ILUSION,19/10/2022,20/10/2022,42,,001-0116981,NA,-,,,NA,NA,-,Sin cargar por medio de transporte AIRE - [22-225-HPER]
2022-2023,LIQUIPARCIAL,22-226-HPER,4700002628,RENE,OZ,PLANTAS,MAGICA - REPOSICION,-,1710-2022,"156,000",UN,USD,"407,503.88","407,503.88",0,CFR,AIR,AIR,,SANTIAGO,LIMA,-,-,5,-,,,NA,DIRECTO,KOREAN,-,-,-,-,19/10/2022,42,180-48572484,KE 0274,17/10/2022,42,SI,17/10/2022,SAASA,AVM,1035,17/10/2022,17/10/2022,235-2022-10-154216-01-4-00,17/10/2022,17/10/2022,17/10/2022,,19/10/2022,19/10/2022,NA,NA,19/10/2022,NA,AVM,NA,NA,VIVERO ILUSION,19/10/2022,20/10/2022,42,,001-0116982,NA,-,,,NA,NA,-,Sin cargar por medio de transporte AIRE - [22-226-HPER]
2022-2023,LIQUIPARCIAL,22-226-HPER,4700002628,RENE,OZ,PLANTAS,BONITA - REPOSICION,-,1710-2022,"18,200",UN,USD,"47,542.12","47,542.12",0,CFR,AIR,AIR,,SANTIAGO,LIMA,-,-,1,-,,,NA,DIRECTO,KOREAN,-,-,-,-,19/10/2022,42,180-48572484,KE 0274,17/10/2022,42,SI,17/10/2022,SAASA,AVM,1035,17/10/2022,17/10/2022,235-2022-10-154216-01-4-00,17/10/2022,17/10/2022,17/10/2022,,19/10/2022,19/10/2022,NA,NA,19/10/2022,NA,AVM,NA,NA,VIVERO ILUSION,19/10/2022,20/10/2022,42,,001-0116982,NA,-,,,NA,NA,-,Sin cargar por medio de transporte AIRE - [22-226-HPER]
2022-2023,LIQUIPARCIAL,22-227-HPER,4700002580,MELANIE,A&B,SPAREPARTS,RPTOS VARIOS PARA MAQUINA PESADORA DE ARANDANOS A&B,-,20040,108,UN,USD,"37,787.00","37,787.00",0,EXW,AIR,AIR,,MIAMI,LIMA,-,-,3,17/10/2022,,,18/10/2022,AIRSEALOG,NORTHERN,-,-,21/10/2022,-,30/10/2022,43, 95AMIA223950,AIRMAX,29/10/2022,43,SI,28/10/2022,ALFOSAC,PASOC,58769,28/10/2022,29/10/2022,235-2022-10-161648-01-3-00,29/10/2022,30/10/2022,31/10/2022,,NA,NA,NA,AVM,3/11/2022,PENDIENTE,AGERSA,3/11/2022,NA,PACKING CHAO,2/11/2022,3/11/2022,44,,001-0387536,0036-0000423,-,,,UPS,1Z40F35A0320053772,-,Sin cargar por medio de transporte AIRE - [22-227-HPER // 4700002580]
2022-2023,LIQUIPARCIAL,22-228-HPER,4700002598,RENE,OZ,PLANTAS,MAGICA - REPOSICION,-,2309-2022,"130,000",UN,USD,"341,018.00","341,018.00",0,CFR,AIR,AIR,,SANTIAGO,LIMA,-,-,4,-,,,NA,DIRECTO,KOREAN,-,-,-,-,26/9/2022,39,180-48570351,KE0274/26,26/9/2022,39,SI,27/9/2022,SAASA,AVM,963,27/9/2022,26/9/2022,"	 235-2022-10-142966-01-3-00",26/9/2022,26/9/2022,26/9/2022,,28/9/2022,28/9/2022,NA,NA,28/9/2022,NA,AVM,NA,NA,VIVERO ILUSION,28/9/2022,29/9/2022,39,,001-0116529,NA,-,,,NA,NA,-,Sin cargar por medio de transporte AIRE - [22-228-HPER // 4700002598]
2022-2023,LIQUIDADO,22-229-HPER,4700002567,RENE,JCK,E & E,PUNNET PET 18OZ 7X7 CESTA,-,756,"244,776",UN,USD,"9,497.31","9,497.31",90,FOB,SEA,FCL/FCL,,SAN ANTONIO,CALLAO,1,40HC,658,20/9/2022,,,20/9/2022,ULOG,HSUD,2SCL021091,MRSU6538915,-,29/9/2022,2/10/2022,39,ES202209-8946,NORTHERN PRIORITY 237W,7/10/2022,40,SI,3/10/2022,IMUPESA,PASOC,56549,5/10/2022,8/10/2022, 118-2022-10-388460-01-5-00,8/10/2022,9/10/2022,7/10/2022,,NA,NA,19/10/2022,PASOC,19/10/2022,,TRANSPESA,19/10/2022,19/10/2022,PACKING CHAO,1/12/2022,2/12/2022,48,,,036-0000199,-,,,NA,NA,-,Cargada en CP - [22-229-HPER // 4700002567 // MRSU6538915]
2022-2023,LIQUIDADO,22-229-HPER,4700002567,RENE,JCK,E & E,PUNNET PET 18OZ 7X7 CESTA,-,756,"244,776",UN,USD,"9,497.31","9,497.31",90,FOB,SEA,FCL/FCL,,SAN ANTONIO,CALLAO,1,40HC,658,20/9/2022,,,20/9/2022,ULOG,HSUD,2SCL021091,MRSU3977766,-,29/9/2022,2/10/2022,39,ES202209-8946,NORTHERN PRIORITY 237W,7/10/2022,40,SI,3/10/2022,IMUPESA,PASOC,56549,5/10/2022,8/10/2022, 118-2022-10-388460-01-5-00,8/10/2022,9/10/2022,7/10/2022,,NA,NA,19/10/2022,PASOC,19/10/2022,,TRANSPESA,19/10/2022,19/10/2022,PACKING CHAO,17/11/2022,18/11/2022,46,, 001-0384226,036-0000457,-,,,NA,NA,-,Cargada en CP - [22-229-HPER // 4700002567 // MRSU3977766]
2022-2023,LIQUIDADO,22-229-HPER,4700002567,RENE,JCK,E & E,PUNNET PET 18OZ 7X7 CESTA,-,756,"244,776",UN,USD,"9,497.31","9,497.31",90,FOB,SEA,FCL/FCL,,SAN ANTONIO,CALLAO,1,40HC,658,20/9/2022,,,20/9/2022,ULOG,HSUD,2SCL021091,MRKU3775382 ,-,29/9/2022,2/10/2022,39,ES202209-8946,NORTHERN PRIORITY 237W,7/10/2022,40,SI,3/10/2022,IMUPESA,PASOC,56549,5/10/2022,8/10/2022, 118-2022-10-388460-01-5-00,8/10/2022,9/10/2022,7/10/2022,,NA,NA,19/10/2022,PASOC,19/10/2022,,TRANSPESA,19/10/2022,19/10/2022,PACKING CHAO,21/11/2022,22/11/2022,47,,001-0384228 , 036-0000551,-,,,NA,NA,-,Cargada en CP - [22-229-HPER // 4700002567 // MRKU3775382]
2022-2023,LIQUIDADO,22-229-HPER,4700002567,RENE,JCK,E & E,PUNNET PET 18OZ 7X7 CESTA,-,756,"244,776",UN,USD,"9,497.31","9,497.31",90,FOB,SEA,FCL/FCL,,SAN ANTONIO,CALLAO,1,40HC,658,20/9/2022,,,20/9/2022,ULOG,HSUD,2SCL021091,MRSU3183133,-,29/9/2022,2/10/2022,39,ES202209-8946,NORTHERN PRIORITY 237W,7/10/2022,40,SI,3/10/2022,IMUPESA,PASOC,56549,5/10/2022,8/10/2022, 118-2022-10-388460-01-5-00,8/10/2022,9/10/2022,7/10/2022,,NA,NA,19/10/2022,PASOC,19/10/2022,,TRANSPESA,19/10/2022,19/10/2022,PACKING CHAO,23/11/2022,24/11/2022,47,,001-0384229, 036-0000555 ,-,,,NA,NA,-,Cargada en CP - [22-229-HPER // 4700002567 // MRSU3183133]
2022-2023,LIQUIDADO,22-230-HPER,4700002565,RENE,JCK,E & E,PUNNET 250G H40 JCK,-,766,"626,640",UN,USD,"24,313.63","24,313.63",90,FOB,SEA,FCL/FCL,,SAN ANTONIO,CALLAO,1,40HC,575,26/9/2022,,,20/9/2022,ULOG,HSUD,-,TLLU4905591,-,-,9/10/2022,40,ES20221-9032 ,ANTOFAGASTA EXPRESS 238W,14/10/2022,41,SI,10/10/2022,IMUPESA,PASOC,57224,10/10/2022,14/10/2022,118-2022-10-395655-01-2-00,14/10/2022,15/10/2022,14/10/2022,,NA,NA,23/10/2022,PASOC,19/10/2022,,RVC,19/10/2022,19/10/2022,PACKING CHAO,21/10/2022,22/10/2022,42,, 001-0386528,0036-00000337,-,,,NA,NA,-,Cargada en CP - Falta booking - [22-230-HPER // 4700002565 // TLLU4905591] (15/03)
2022-2023,LIQUIPARCIAL,22-231-HPER,4700002533,TATIANA,RITEC,EQP & INST,PARTES PARA SISTEMAS DE RIEGO,-,22-759,40,UN,USD,"7,977.98","7,977.98",0,EXW,AIR,AIR,,MADRID,LIMA,-,-,1,9/9/2022,,,23/9/2022,NOWPORTS,PLUS,-,-,29/9/2022,-,4/10/2022,40,1251720,LA2485,5/10/2022,40,SI,3/10/2022,ALFOSAC,LIP,15338,3/10/2022,5/10/2022,235-2022-10-146908-01-8-01,5/10/2022,5/10/2022,5/10/2022,,NA,NA,NA,LIP,6/10/2022,PENDIENTE,AGERSA,6/10/2022,NA,FUNDO ARMONIA,10/10/2022,11/10/2022,41,, 0001-019198,036-0000385,-,,,NA,NA,-,Sin cargar por método de transporte AIRE [22-231-HPER // 4700002533]
2022-2023,LIQUIDADO,22-232-HPER,4700002497,TATIANA,SMARTPACK,SPAREPARTS,RPTOS VARIOS PARA MAQUINA HEAT SEALER,-,111,5,UN,USD,"2,416.40","2,416.40",0,EXW,AIR,AIR,,SANTIAGO,LIMA,-,-,0.83,-,,,NA,DIRECTO,DHL,-,-,29/9/2022,-,30/9/2022,39,4692873522,-,1/10/2022,39,NO,NA,DHL,DHL,NA,NA,30/9/2022,235-2022-10-145665-01-4-01,1/10/2022,1/10/2022,30/9/2022,,NA,NA,NA,DHL,3/10/2022,NA,DHL,4/10/2022,NA,PACKING SALAVERRY,11/10/2022,11/10/2022,41,,NA,NA,-,,,NA,NA,-,Sin cargar por método de transporte AIRE [22-232-HPER // 4700002497]
2022-2023,LIQUIPARCIAL,22-232-HPER,4700002563,MELANIE,SMARTPACK,SPAREPARTS,RPTOS VARIOS PARA MAQUINA HEAT SEALER,-,112,1,UN,USD,535.19,535.19,0,EXW,AIR,AIR,,SANTIAGO,LIMA,-,-,0.17,-,,,NA,DIRECTO,DHL,-,-,29/9/2022,-,30/9/2022,39,4692873522,-,1/10/2022,39,NO,NA,DHL,DHL,NA,NA,30/9/2022,235-2022-10-145665-01-4-01,1/10/2022,1/10/2022,30/9/2022,,NA,NA,NA,DHL,3/10/2022,NA,DHL,4/10/2022,NA,PACKING SALAVERRY,11/10/2022,11/10/2022,41,,NA,NA,-,,,NA,NA,-,Sin cargar por método de transporte AIRE [22-232-HPER // 470002563]
2022-2023,LIQUIDADO,22-233-HPER,4700002566,RENE,JCK,E & E,PUNNET 250G H40 JCK,-,772,"590,760",UN,USD,"22,921.49","22,921.49",90,FOB,SEA,FCL/FCL,,SAN ANTONIO,CALLAO,1,40HC,547,26/9/2022,,,20/9/2022,ULOG,HYUNDAI,SCLM94780500,CAIU7166361,-,-,23/10/2022,42,ES202210-9129,MSC PERLE / 0018E,29/10/2022,43,SI,27/10/2022,IMUPESA,PASOC,58646,27/10/2022,30/10/2022,"	 118-2022-10-421083-01-3-00",30/10/2022,31/10/2022,29/10/2022,,NA,NA,13/11/2022,PASOC,9/11/2022,,AGERSA,10/11/2022,10/11/2022,PACKING CHAO,14/11/2022,15/11/2022,46,,001-0386068,036-0000436,-,,,NA,NA,-,Cargada en CP - [22-233-HPER // 4700002566 // CAIU7166361]
2022-2023,LIQUIDADO,22-234-HPER,4700002547,RENE,PARSYL,EQP & INST,TREK TAB,-,100261,500,UN,USD,"6,000.00","6,000.00",30,DDP,AIR,AIR,,DENVER,LIMA,-,-,1,-,,,NA,DIRECTO,FEDEX,-,-,-,-,19/9/2022,38,278154943209,-,20/10/2022,42,NO,NA,SCHRAFF,SCHRAFF,NA,NA,17/8/2022,235-2022-10-121910-01-9-01,20/10/2022,21/10/2022,3/11/2022,,NA,NA,NA,SCHARFF,NA,NA,ET EXPRESS,NA,NA,PACKING SALAVERRY,25/10/2022,26/10/2022,43,,NA,NA,-,,,NA,NA,-,Sin cargar por método de transporte AIRE [22-234-HPER]
2022-2023,LIQUIDADO,22-234-HPER,4700002548,RENE,PARSYL,EQP & INST,TREK TAB,-,100261,500,UN,USD,"6,000.00","6,000.00",30,DDP,AIR,AIR,,DENVER,LIMA,-,-,1,-,,,NA,DIRECTO,FEDEX,-,-,-,-,19/9/2022,38,278154943209,-,20/10/2022,42,NO,NA,SCHRAFF,SCHRAFF,NA,NA,17/8/2022,235-2022-10-121910-01-9-01,20/10/2022,21/10/2022,3/11/2022,,NA,NA,NA,SCHARFF,NA,NA,ET EXPRESS,NA,NA,PACKING SALAVERRY,25/10/2022,26/10/2022,43,,NA,NA,-,,,NA,NA,-,Sin cargar por método de transporte AIRE [22-234-HPER]
2022-2023,LIQUIPARCIAL,22-235-HPER,4700002564,TATIANA,AZUD,EQP & INST,AZUD HELIX AUTOMATIC,RV21, FVM22-001410,1,UN,USD,"4,972.51","4,972.51",90,FCA,SEA,LCL/LCL,,BARCELONA,CALLAO,-,-,1,-,,,31/10/2022,AIRSEALOG,CMA CGM,80E2022110126,BMOU6196309,8/11/2022,-,19/11/2022,46,8.02022E+11,DIMITRIS C,18/12/2022,50,SI,21/11/2022,VILLAS OQUENDO,LIP,19102,12/12/2022,16/12/2022, 118-2022-10-491515-01-1-00,18/12/2022,19/12/2022,19/12/2022,,NA,NA,NA,LIP,21/12/2022,,AGERSA,21/12/2022,NA,FUNDO ARMONIA,29/12/2022,30/12/2022,52,,0001-019844, 036-0000639,-,,,NA,NA,-,"Cargada en CP - Falta booking (erroneo), bl (erroneo) - [22-235-HPER // 4700002564 // BMOU6196309]"
2022-2023,LIQUIPARCIAL,22-235-HPER,4700002603,TATIANA,AZUD,EQP & INST,AZUD HELIX AUTOMATIC,RV21, FVM22-001410,4,UN,USD,"34,744.97","34,744.97",90,FCA,SEA,LCL/LCL,,BARCELONA,CALLAO,-,-,4,-,,,31/10/2022,AIRSEALOG,CMA CGM,80E2022110126,BMOU6196309,8/11/2022,-,19/11/2022,46,8.02022E+11,DIMITRIS C,18/12/2022,50,SI,21/11/2022,VILLAS OQUENDO,LIP,19102,12/12/2022,16/12/2022, 118-2022-10-491515-01-1-00,18/12/2022,19/12/2022,19/12/2022,,NA,NA,NA,LIP,21/12/2022,,AGERSA,21/12/2022,NA,FUNDO ARMONIA,29/12/2022,30/12/2022,52,,0001-019812, 036-0000639,-,,,NA,NA,-,"Cargada en CP - Falta booking (erroneo), bl (erroneo) - [22-235-HPER // 4700002603 // BMOU6196309]"
2022-2023,LIQUIPARCIAL,22-236-HPER,4700002441,OMAR,EDEN MODERN,AGQ,DISPER COMPLEX,-,2022-1460,"20,000",LT,EUR,"137,600.00","151,360.00",90,EXW,SEA,FCL/FCL,,VALENCIA,CALLAO,1,40HC,40,3/10/2022,,,23/9/2022,AIRSEALOG,MAERSK,-,MIEU3001529,10/10/2022,-,28/10/2022,43,PAEM014601,MAERSK BATAM 245S,9/12/2022,49,SI,31/10/2022,IMUPESA,PASOC,61153,21/11/2022,7/12/2022, 118-2022-10-478616-01-0-00,9/12/2022,11/12/2022,12/12/2022,,NA,NA,14/12/2022,PASOC,14/12/2022,,AGERSA,14/12/2022,15/12/2022,FUNDO ARMONIA,19/12/2022,20/12/2022,51,,001 -0389647,036-0000630,52,,,NA,NA,-,Cargada en CP - Falta booking - [22-236-HPER // 4700002441 // MIEU3001529] (15/03)
2022-2023,LIQUIPARCIAL,22-237-HPER,4700002621,OMAR,PROMISOL ,AGQ,CYTOFLOW,-,22404,"9,620",KG,EUR,"102,453.00","112,698.30",90,EXW,SEA,FCL/FCL,,BARCELONA,CALLAO,0.33,20ST,12,-,,,20/10/2022,AIRSEALOG,MAERSK,S00022240,CAAU6566226,31/10/2022,-,10/11/2022,45,PBEM044798,CHARLOTTE MAERSK 250W,19/12/2022,51,SI,11/11/2022,IMUPESA,PASOC,62139,30/11/2022,7/12/2022,"	 118-2022-10-480418-01-8-00",20/12/2022,21/12/2022,21/12/2022,,NA,NA,30/12/2022,PASOC,23/12/2022,,AGERSA,23/12/2022,23/12/2022,FUNDO ARMONIA,30/12/2022,30/12/2022,52,,001-0389825,036-0000701,-,,,NA,NA,-,Cargada en CP - [22-237-HPER // 4700002621 // CAAU6566226]
